               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 343,            0.012979,           0.0075335,                   0,             0.99751,                   1,               0.995,             0.88073,           0.0077618,           0.0040059,                   0,           0.0032284,           0.0032284,           0.0032284
                 344,            0.012574,           0.0078326,                   0,             0.99756,                   1,               0.995,             0.88276,           0.0076302,           0.0039198,                   0,           0.0032086,           0.0032086,           0.0032086
                 345,             0.01511,           0.0081585,                   0,              0.9976,                   1,               0.995,             0.88967,           0.0079159,           0.0039721,                   0,           0.0031888,           0.0031888,           0.0031888
                 346,            0.013648,            0.007805,                   0,             0.99753,                   1,               0.995,             0.88403,           0.0075878,           0.0038803,                   0,            0.003169,            0.003169,            0.003169
                 347,             0.01338,           0.0089686,                   0,             0.99755,                   1,               0.995,             0.88453,           0.0079126,            0.003922,                   0,           0.0031492,           0.0031492,           0.0031492
                 348,            0.016454,           0.0064963,                   0,             0.99754,                   1,               0.995,             0.88494,           0.0074377,           0.0038566,                   0,           0.0031294,           0.0031294,           0.0031294
                 349,            0.010785,           0.0073833,                   0,             0.99751,                   1,               0.995,             0.89372,           0.0075296,           0.0037759,                   0,           0.0031096,           0.0031096,           0.0031096
                 350,            0.012005,           0.0083563,                   0,              0.9975,                   1,               0.995,             0.88836,           0.0080889,           0.0038524,                   0,           0.0030898,           0.0030898,           0.0030898
                 351,            0.012919,           0.0065199,                   0,             0.99745,                   1,               0.995,             0.89628,           0.0075579,           0.0037755,                   0,             0.00307,             0.00307,             0.00307
                 352,            0.013948,           0.0086918,                   0,             0.99728,                   1,               0.995,             0.89203,           0.0080083,           0.0038475,                   0,           0.0030502,           0.0030502,           0.0030502
                 353,            0.013645,           0.0071508,                   0,             0.99718,                   1,               0.995,             0.88906,           0.0077311,           0.0037249,                   0,           0.0030304,           0.0030304,           0.0030304
                 354,            0.016914,            0.011945,                   0,             0.99722,                   1,               0.995,              0.8834,           0.0078162,            0.003722,                   0,           0.0030106,           0.0030106,           0.0030106
                 355,            0.013423,           0.0061769,                   0,              0.9973,                   1,               0.995,             0.87376,           0.0081328,           0.0037535,                   0,           0.0029908,           0.0029908,           0.0029908
                 356,            0.013036,           0.0060743,                   0,             0.99741,                   1,               0.995,             0.87877,           0.0077429,           0.0037824,                   0,            0.002971,            0.002971,            0.002971
                 357,            0.012521,           0.0058564,                   0,             0.99739,                   1,               0.995,             0.89459,           0.0077639,            0.003794,                   0,           0.0029512,           0.0029512,           0.0029512
                 358,            0.012883,           0.0069932,                   0,             0.99747,                   1,               0.995,             0.88067,           0.0078252,           0.0039061,                   0,           0.0029314,           0.0029314,           0.0029314
                 359,            0.013825,           0.0073123,                   0,             0.99745,                   1,               0.995,             0.88507,           0.0078639,           0.0037829,                   0,           0.0029116,           0.0029116,           0.0029116
                 360,            0.011951,            0.007533,                   0,             0.99747,                   1,               0.995,             0.87262,           0.0080214,           0.0037602,                   0,           0.0028918,           0.0028918,           0.0028918
                 361,            0.014224,           0.0098614,                   0,             0.99751,                   1,               0.995,             0.88367,           0.0078686,           0.0036134,                   0,            0.002872,            0.002872,            0.002872
                 362,            0.011352,           0.0068994,                   0,             0.99749,                   1,               0.995,             0.88278,           0.0080843,           0.0037154,                   0,           0.0028522,           0.0028522,           0.0028522
                 363,            0.011699,           0.0088815,                   0,             0.99747,                   1,               0.995,             0.88923,           0.0074695,           0.0036132,                   0,           0.0028324,           0.0028324,           0.0028324
                 364,            0.012627,           0.0071222,                   0,             0.99751,                   1,               0.995,             0.88991,           0.0075637,           0.0037106,                   0,           0.0028126,           0.0028126,           0.0028126
                 365,            0.011199,           0.0081842,                   0,             0.99748,                   1,               0.995,             0.88652,           0.0076171,           0.0037785,                   0,           0.0027928,           0.0027928,           0.0027928
                 366,            0.012635,           0.0079502,                   0,             0.99746,                   1,               0.995,             0.87449,           0.0075967,           0.0038879,                   0,            0.002773,            0.002773,            0.002773
                 367,            0.011932,           0.0075829,                   0,             0.99744,                   1,               0.995,             0.87831,           0.0073462,           0.0038806,                   0,           0.0027532,           0.0027532,           0.0027532
                 368,            0.012526,           0.0081876,                   0,             0.99742,                   1,               0.995,             0.87375,           0.0074537,           0.0039519,                   0,           0.0027334,           0.0027334,           0.0027334
                 369,            0.012002,           0.0083616,                   0,             0.99745,                   1,               0.995,             0.87043,           0.0074745,           0.0040663,                   0,           0.0027136,           0.0027136,           0.0027136
                 370,            0.011033,           0.0078895,                   0,             0.99745,                   1,               0.995,             0.87934,           0.0075405,           0.0041814,                   0,           0.0026938,           0.0026938,           0.0026938
                 371,            0.012276,           0.0073867,                   0,             0.99745,                   1,               0.995,             0.87378,           0.0077399,           0.0043325,                   0,            0.002674,            0.002674,            0.002674
                 372,            0.012288,           0.0082972,                   0,             0.99739,                   1,               0.995,             0.87895,           0.0072477,           0.0042835,                   0,           0.0026542,           0.0026542,           0.0026542
                 373,            0.012973,           0.0091779,                   0,             0.99736,                   1,               0.995,             0.88445,           0.0076635,           0.0045342,                   0,           0.0026344,           0.0026344,           0.0026344
